"ID","STUDY TITLE","COMPKEY","UNITID/ UNITID2","DIR FLOW","LANE","START DATE","AMPK","PMPK","AWDT","ADT","WEEK DAYS","DAYS"
310228,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",02/13/13,427,843,5919,5641,4,6
309868,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",02/13/13,427,843,5910,5634,4,6
312610,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",03/20/13,741,1310,10455,10452,5,7
310774,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",03/20/13,370,702,5033,4808,5,7
310773,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",03/20/13,385,660,5421,5644,5,7
312612,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",04/10/13,704,1383,11260,11917,5,7
312520,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",04/10/13,283,667,4959,5038,5,7
312518,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",04/10/13,435,746,6301,6879,5,7
312614,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",05/15/13,787,1541,12177,12940,5,7
311290,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",05/15/13,319,744,5403,5467,5,7
311289,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",05/15/13,483,828,6774,7472,5,7
312616,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",06/18/13,674,1406,11401,12557,5,7
311521,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",06/18/13,307,782,5431,6005,5,7
311520,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",06/18/13,380,676,5970,6552,5,7
312618,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",07/15/13,723,1443,12047,12828,5,7
311652,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",07/15/13,422,695,6390,6577,5,7
312521,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",07/16/13,319,813,5657,6251,5,7
312620,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",08/15/13,717,1160,11919,11598,4,6
311815,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",08/15/13,318,631,5607,5340,5,7
311814,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",08/15/13,410,607,6460,6363,4,6
312622,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",09/16/13,706,1160,10179,10030,5,7
311940,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",09/16/13,314,632,4967,4842,5,7
311939,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",09/16/13,395,586,5213,5188,5,7
312624,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",10/09/13,767,1172,9920,9571,5,7
312149,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",10/09/13,389,681,4985,4646,5,7
312148,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",10/09/13,390,531,4936,4925,5,7
312626,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",11/13/13,712,1255,9597,9333,5,7
312333,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",11/13/13,327,698,4617,4390,5,7
312332,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",11/13/13,402,630,4980,4943,5,7
312428,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",12/11/13,302,655,4504,4195,5,7
312628,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",12/16/13,634,1105,8982,8654,5,7
312519,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",12/16/13,340,500,4478,4458,5,7
315369,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",01/08/14,232,669,4623,4479,5,7
315517,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",01/16/14,798,1579,11587,11403,4,6
312463,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",01/16/14,584,914,6871,6857,4,6
315519,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",02/13/14,928,1616,13762,13271,4,6
313191,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",02/13/14,273,607,4572,4486,4,6
313189,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",02/13/14,679,1081,9190,8784,4,6
313655,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045 /0210","TOTAL","GATE  EL",02/13/14,928,1616,13762,13271,4,6
315521,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",03/17/14,1069,1892,14971,15777,5,7
313348,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",03/17/14,728,1134,8906,9751,5,7
315370,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",03/25/14,354,842,6065,6026,5,7
315523,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",04/16/14,1030,1696,14204,13478,5,7
313582,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",04/16/14,300,748,5232,4890,5,7
313581,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",04/16/14,740,1068,8973,8588,5,7
313605,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045 /0210","TOTAL","GATE  EL",04/16/14,1030,1696,14204,13478,5,7
315525,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",05/14/14,1092,1769,15252,15298,5,7
313916,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",05/14/14,713,904,8361,8451,5,7
313952,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",05/27/14,403,957,6891,6847,5,7
315527,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",06/11/14,1068,1536,14908,15216,5,7
314018,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",06/11/14,302,782,5694,5574,5,7
315368,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",06/11/14,787,817,9214,9642,5,7
313988,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045 /0210","NW","SPECIA",06/23/14,1032,1212,12772,12585,5,7
315529,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",07/29/14,1081,1897,17551,17149,5,7
314169,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",07/29/14,429,922,7804,7579,5,7
314168,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",07/29/14,681,1050,9747,9570,5,7
315531,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",08/13/14,985,1419,14295,14625,5,7
314247,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",08/13/14,764,793,8947,9362,5,7
314361,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",08/27/14,288,814,5739,5542,4,6
315533,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",09/10/14,866,1405,11964,12006,5,7
314330,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",09/10/14,286,838,5550,5416,5,7
314329,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",09/10/14,606,595,6415,6590,5,7
315535,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",10/15/14,1197,2052,15380,15509,5,7
314481,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",10/15/14,377,1188,6548,6102,5,7
314480,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",10/15/14,831,922,8833,9407,5,7
315537,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",11/13/14,1121,1559,12808,11917,5,7
314598,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",11/13/14,296,711,4588,4225,5,7
314597,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",11/13/14,833,959,8219,7693,5,7
315539,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",12/09/14,756,1206,9849,9442,5,7
314765,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",12/09/14,281,661,4343,4007,5,7
314764,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",12/09/14,492,678,5506,5436,5,7
314899,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",01/21/15,440,918,5943,5372,5,7
314898,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","N","STANDARD",01/21/15,164,231,1716,1574,5,7
314985,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",02/12/15,497,1205,7979,7576,4,6
314984,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","N","STANDARD",02/12/15,950,1134,10768,11572,4,6
315431,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",03/17/15,450,1363,8183,7503,5,7
315428,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",03/17/15,644,712,6974,6965,5,7
316112,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",04/20/15,523,1727,9781,8763,5,7
316111,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",04/20/15,962,1060,11137,11161,5,7
316329,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",05/14/15,341,716,5788,5693,5,7
316730,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",06/11/15,417,740,6124,6018,5,7
316729,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",06/11/15,682,942,9296,10239,5,7
316826,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",07/13/15,375,847,6719,6380,5,7
317299,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","N","STANDARD",07/24/15,813,948,10833,10828,5,7
317874,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","TOTAL","STANDARD",08/12/15,1244,1845,18051,18193,5,7
317873,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",08/12/15,382,902,6955,6573,5,7
317872,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","N","STANDARD",08/12/15,871,1052,11096,11620,5,7
318005,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",09/08/15,400,934,6637,6341,5,7
318009,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",09/08/15,883,966,9953,10130,5,7
318208,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",10/26/15,406,866,5670,5173,5,7
318207,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",10/26/15,513,587,5366,5368,5,7
318427,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","S","STANDARD",12/01/15,415,949,6044,5252,5,7
318561,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","NW","STANDARD",12/10/15,1037,1099,11087,10199,5,7
318556,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",12/18/15,153,502,3160,2751,5,7
318688,"ALASKAN  WAY,  SE/O  BLANCHARD  ST",8728,"05045
/0210","SE","STANDARD",01/14/16,418,782,5302,4632,4,6
213334,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",01/10/08,175,265,2729,3163,5,7
317642,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",01/10/08,347,438,5527,6232,5,7
213333,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",01/10/08,227,226,2798,3070,5,7
213504,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",02/21/08,217,369,3481,4200,5,7
317644,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",02/21/08,397,610,6942,8214,5,7
213503,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",02/21/08,245,279,3462,4014,5,7
213690,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",03/13/08,194,358,3419,3569,5,7
317646,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",03/13/08,382,568,6703,6916,5,7
213689,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",03/13/08,234,246,3284,3347,5,7
213855,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",04/10/08,230,364,3335,3996,5,7
317648,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",04/10/08,385,563,6496,7705,5,7
213854,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",04/10/08,215,255,3162,3709,5,7
214088,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",05/15/08,236,459,4382,5352,5,7
317650,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",05/15/08,408,763,8475,10214,5,7
214087,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",05/15/08,212,365,4094,4862,5,7
214679,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",07/23/08,253,459,4435,4653,5,7
317652,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",07/23/08,462,732,8598,9014,5,7
214678,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",07/23/08,232,336,4163,4361,5,7
214814,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",08/14/08,216,410,4050,4619,5,7
317654,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",08/14/08,419,704,8191,9215,5,7
214812,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",08/14/08,225,352,4141,4596,5,7
317656,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",09/11/08,421,694,8213,9148,5,7
215005,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",09/11/08,260,324,4163,4529,5,7
215201,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",10/14/08,160,275,2658,2993,5,7
317658,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",10/14/08,310,445,5350,5959,5,7
215200,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",10/14/08,208,195,2692,2966,5,7
215422,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",11/13/08,179,278,2874,3174,5,7
317660,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",11/13/08,351,470,5886,6435,5,7
215421,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",11/13/08,241,229,3012,3261,5,7
215597,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",12/11/08,134,236,2407,2486,5,7
317662,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",12/11/08,334,422,5513,5560,5,7
215596,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",12/11/08,268,228,3107,3074,5,7
215724,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",01/15/09,166,273,2886,3460,4,6
316953,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",01/15/09,337,466,5821,6849,4,6
215723,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",01/15/09,235,221,2935,3389,4,6
215895,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",02/12/09,194,350,3269,3566,4,6
316955,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",02/12/09,379,583,6551,7049,4,6
215894,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",02/12/09,230,252,3282,3483,4,6
216089,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",03/12/09,205,365,3492,3478,5,7
316957,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",03/12/09,393,596,6986,6886,5,7
216088,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",03/12/09,235,275,3493,3408,5,7
216351,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",04/16/09,279,552,5033,5428,5,7
316959,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",04/16/09,496,942,9895,10569,5,7
216350,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",04/16/09,247,432,4862,5141,5,7
216617,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",05/14/09,215,387,3907,5137,5,7
316961,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",05/14/09,418,653,7777,9997,5,7
216616,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",05/14/09,255,302,3871,4860,5,7
216850,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",06/11/09,241,438,4545,4895,5,7
316963,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",06/11/09,460,743,9091,9696,5,7
216849,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",06/11/09,246,354,4546,4801,5,7
217206,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",07/28/09,435,685,7693,7952,5,7
316965,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",07/28/09,772,1178,15301,15716,5,7
217205,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",07/28/09,390,661,7608,7764,5,7
217329,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",08/13/09,439,610,6814,7194,5,7
316967,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",08/13/09,783,1041,13556,14254,5,7
217328,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",08/13/09,363,558,6741,7060,5,7
217449,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",09/10/09,379,562,5820,6351,5,7
316969,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",09/10/09,691,881,11437,12482,5,7
217448,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",09/10/09,369,405,5618,6131,5,7
217723,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",10/15/09,272,442,4353,4428,5,7
316971,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",10/15/09,567,702,8887,8953,5,7
217722,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",10/15/09,368,336,4534,4525,5,7
217890,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",11/12/09,370,347,4311,4249,5,7
218000,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",11/23/09,279,379,4133,4106,3,5
316973,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",11/23/09,583,676,8300,8251,3,5
218021,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",12/10/09,370,343,4372,4355,5,7
317001,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",12/10/09,738,668,8683,8604,5,7
218144,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",01/14/10,301,412,4406,4422,4,6
302963,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",01/14/10,588,731,9217,9174,4,6
218169,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",01/25/10,368,370,4762,4716,5,7
218256,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",02/11/10,321,481,4681,4881,4,6
302965,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",02/11/10,589,782,9391,9711,4,6
218255,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",02/11/10,351,382,4710,4830,4,6
218473,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",03/11/10,296,492,4733,4998,5,7
302967,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",03/11/10,559,804,9522,9952,5,7
218472,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",03/11/10,360,355,4789,4954,5,7
218656,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",04/15/10,356,561,5410,5993,5,7
302969,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",04/15/10,642,896,10811,11774,5,7
218655,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",04/15/10,368,415,5401,5781,5,7
218818,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",05/13/10,410,622,6368,6853,5,7
302971,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",05/13/10,740,1028,12671,13536,5,7
218817,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",05/13/10,407,506,6303,6683,5,7
302973,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",06/03/10,619,856,10839,11935,5,7
300062,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",06/03/10,380,381,5423,5891,5,7
300063,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",06/03/10,338,531,5416,6045,5,7
300587,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",07/22/10,393,606,7480,8019,5,7
302975,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",07/22/10,801,1094,15004,16285,5,7
300586,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",07/22/10,455,667,7524,8266,5,7
300466,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",08/19/10,432,682,6998,6934,5,7
302977,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",08/19/10,766,1102,13922,13768,5,7
300465,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","E","STANDARD",08/19/10,379,555,6924,6833,5,7
300800,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","W","STANDARD",09/16/10,374,373,5122,5199,5,7
302979,"ALKI  AVE  SW,  W/O  HARBOR  AVE  SW",8782,"05095
/0110","TOTAL","STANDARD",09/16/10,587,729,9594,9999,5,7
